payment_ref,account_no,payment_datetime,payment_amount,currency,merchant_code,auth_code,settlement_date
PGS226199512322,ACC00005896,2024-03-27 16:16:34,6594.66,GBP,MER01943,,2024-03-29 16:16:34
PGS559205942729,ACC00009891,01-May-2024 02:27,6326.38,CAD,MER01069,AUTH8571,04-May-2024 02:27
PGS052435459798,ACC00005555,21/02/2024 16:12:35,6958.69,CAD,MER01289,AUTH4878,23/02/2024 16:12:35
PGS264893990294,ACC00007741,2024-02-21 22:11:55,4647.87,CAD,MER01123,,2024-02-23 22:11:55
PGS212620290066,ACC00003754,2024-04-11 01:09:32,9362.35,CAD,MER01317,AUTH4605,2024-04-14 01:09:32
PGS888678779707,ACC00008929,14-May-2024 04:57,4753.94,AUD,MER01870,AUTH5500,16-May-2024 04:57
PGS590297072015,ACC00001141,2024-03-12 05:48:07,3082.48,EUR,MER01617,AUTH3114,2024-03-14 05:48:07
PGS627248707407,ACC00007208,2024-04-29 03:08:52,5028.53,USD,MER01781,AUTH2015,2024-05-02 03:08:52
PGS953697320087,ACC00010948,16/05/2024 00:31:59,5884.83,AUD,MER01876,AUTH3018,18/05/2024 00:31:59
PGS623279189982,ACC00009877,20240201123529,6160.17,EUR,MER01606,AUTH7184,20240204123529
PGS674149856628,ACC00001968,19/01/2024 08:56:49,10041.08,CAD,MER01059,AUTH4995,22/01/2024 08:56:49
PGS705979087250,ACC00008932,21/02/2024 07:15:38,5714.44,GBP,MER01115,AUTH7585,24/02/2024 07:15:38
PGS688731728263,ACC00002924,20240406235827,3540.56,USD,MER01858,AUTH2537,20240408235827
PGS419758713158,ACC00010969,20240223232027,9039.81,AUD,MER01112,AUTH7793,20240225232027
PGS482853352820,ACC00008454,2024-01-06 14:02:36,9487.99,AUD,MER01199,,2024-01-08 14:02:36
PGS242667662408,ACC00001391,20240507130625,6483.84,USD,MER01617,AUTH3956,20240510130625
PGS484978265700,ACC00004568,03/25/2024 08:50 AM,1755.56,USD,MER01371,AUTH7330,03/27/2024 08:50 AM
PGS090125425956,ACC00003082,2024-04-24 11:09:26,2624.09,USD,MER01427,AUTH6667,2024-04-26 11:09:26
PGS296353803832,ACC00002192,2024-02-25 23:57:39,374.55,USD,MER01502,AUTH9597,2024-02-26 23:57:39
PGS116839717101,ACC00010286,19-May-2024 07:40,8313.35,EUR,MER01454,AUTH1292,22-May-2024 07:40
PGS527161037652,ACC00004350,20240413004926,4496.11,AUD,MER01542,AUTH1258,20240415004926
PGS512365346738,ACC00002115,27/01/2024 09:41:20,3570.52,AUD,MER01703,AUTH9133,30/01/2024 09:41:20
PGS968577803822,ACC00008442,20240226033305,8984.65,AUD,MER01595,AUTH7669,20240228033305
PGS611126260008,ACC00008999,12/03/2024 14:53:51,1012.6,AUD,MER01518,AUTH5066,14/03/2024 14:53:51
PGS454028141608,ACC00007797,2024-03-18 23:13:02,4586.4,GBP,MER01827,AUTH4536,2024-03-21 23:13:02
PGS314822024922,ACC00006311,05/25/2024 03:55 AM,964.91,EUR,MER01281,AUTH3740,05/28/2024 03:55 AM
PGS218819987633,ACC00008517,05-Feb-2024 17:08,10208.4,AUD,MER01897,AUTH4620,06-Feb-2024 17:08
PGS322723327624,ACC00010617,2024-03-30 17:04:37,9196.26,CAD,MER01515,AUTH6211,2024-04-01 17:04:37
PGS657056347982,ACC00006074,2024-03-04 19:02:54,7617.69,AUD,MER01623,AUTH0029,2024-03-07 19:02:54
PGS485208845314,ACC00003644,02/01/2024 17:36:38,4022.97,USD,MER01925,AUTH0414,04/01/2024 17:36:38
PGS662759403619,ACC00007813,20240123010553,6738.36,GBP,MER01144,AUTH3854,
PGS727298167713,ACC00007667,02/03/2024 08:00 AM,9105.15,CAD,MER01492,AUTH3177,02/05/2024 08:00 AM
PGS257255018791,ACC00003576,01/24/2024 09:01 PM,8848.88,AUD,MER01843,AUTH5038,01/25/2024 09:01 PM
PGS644483253210,ACC00005938,02/04/2024 19:25:54,4748.07,USD,MER01730,AUTH6055,03/04/2024 19:25:54
PGS650024176328,ACC00004774,20240201185659,4697.03,GBP,MER01071,AUTH1434,20240202185659
PGS539357901127,ACC00002687,2024-01-07 00:35:03,5110.5,AUD,MER01391,AUTH5163,2024-01-10 00:35:03
PGS157943215734,ACC00007487,21-May-2024 09:47,706.56,USD,MER01533,AUTH7836,24-May-2024 09:47
PGS495403510340,ACC00003825,01/02/2024 02:03:22,5412.33,EUR,MER01044,AUTH8042,03/02/2024 02:03:22
PGS509021320820,ACC00003981,18-Mar-2024 22:57,2183.14,USD,MER01050,AUTH7617,21-Mar-2024 22:57
PGS747062930366,ACC00001407,2024-02-25 12:16:14,7505.91,GBP,MER01106,AUTH4115,2024-02-28 12:16:14
PGS646311864832,ACC00004891,08/03/2024 13:06:32,7783.45,EUR,MER01634,AUTH4432,
PGS299439934041,ACC00004010,20240309060445,1794.55,GBP,MER01593,,20240310060445
PGS833830260024,ACC00007760,23/02/2024 14:17:11,10183.02,CAD,MER01511,AUTH3133,25/02/2024 14:17:11
PGS645107387851,ACC00005348,20240218014225,1258.68,GBP,MER01569,AUTH0135,20240221014225
PGS516215349727,ACC00010510,02/11/2024 11:08 PM,8889.48,USD,MER01890,AUTH5176,02/14/2024 11:08 PM
PGS629011069704,ACC00004104,2024-01-12 13:06:22,440.07,GBP,MER01039,AUTH8755,2024-01-15 13:06:22
PGS746886811489,ACC00001244,24-Apr-2024 22:57,2621.35,GBP,MER01821,AUTH7919,25-Apr-2024 22:57
PGS822158509084,ACC00002253,18/03/2024 18:53:18,4045.22,GBP,MER01374,AUTH7616,20/03/2024 18:53:18
PGS955223201006,ACC00005100,28/01/2024 12:32:21,8761.74,EUR,MER01942,AUTH2357,30/01/2024 12:32:21
PGS522093164037,ACC00008127,04/15/2024 05:54 AM,5129.49,GBP,MER01080,AUTH4901,04/18/2024 05:54 AM
PGS646271381825,ACC00008599,05/04/2024 12:39 AM,7160.18,AUD,MER01626,AUTH9753,05/07/2024 12:39 AM
PGS188755552000,ACC00010683,04-Jan-2024 10:16,8559.13,USD,MER01582,AUTH1322,06-Jan-2024 10:16
PGS588257733146,ACC00005996,17-Feb-2024 15:58,6316.93,GBP,MER01984,AUTH0271,19-Feb-2024 15:58
PGS642709157858,ACC00009366,14-Apr-2024 12:08,11809.35,AUD,MER01009,AUTH9453,16-Apr-2024 12:08
PGS440838907048,ACC00010524,03/14/2024 07:51 PM,8046.49,USD,MER01441,AUTH8864,03/15/2024 07:51 PM
PGS690153104636,ACC00006858,01/15/2024 01:30 AM,2045.05,EUR,MER01387,AUTH1077,01/17/2024 01:30 AM
PGS714306341644,ACC00002962,07-May-2024 22:10,7699.21,AUD,MER01256,AUTH0994,08-May-2024 22:10
PGS993380990075,ACC00007917,04/21/2024 08:58 PM,1538.49,USD,MER01901,AUTH1164,04/23/2024 08:58 PM
PGS819802549173,ACC00006853,2024-04-18 11:48:55,5234.23,USD,MER01639,AUTH6746,2024-04-21 11:48:55
PGS960382569340,ACC00009351,20240226104414,8379.21,USD,MER01660,AUTH1547,20240229104414
PGS607202569173,ACC00008924,05/18/2024 02:15 AM,10826.56,AUD,MER01440,AUTH8429,05/20/2024 02:15 AM
PGS693003135616,ACC00004791,20240229210609,8227.2,CAD,MER01623,AUTH2799,
PGS520034129166,ACC00003100,20/02/2024 18:04:43,4455.06,USD,MER01767,AUTH8357,22/02/2024 18:04:43
PGS159308756253,ACC00006672,2024-05-11 22:07:57,10196.02,AUD,MER01981,AUTH3284,2024-05-12 22:07:57
PGS090398517696,ACC00006521,20240123201707,2900.59,CAD,MER01172,AUTH8536,20240125201707
PGS541439551891,ACC00005792,2024-03-25 08:49:49,7558.57,GBP,MER01158,AUTH5192,2024-03-26 08:49:49
PGS643323812032,ACC00007696,20240115231857,6905.07,EUR,MER01484,AUTH2154,20240118231857
PGS054862813558,ACC00010846,04/05/2024 03:53 PM,3959.3,USD,MER01081,AUTH3883,
PGS675088987846,ACC00010550,06-Mar-2024 09:04,7684.68,EUR,MER01248,AUTH9525,08-Mar-2024 09:04
PGS384389582452,ACC00009422,2024-05-02 08:45:01,10229.89,AUD,MER01554,AUTH4971,2024-05-05 08:45:01
PGS755028854170,ACC00007433,20-Mar-2024 11:41,6887.25,GBP,MER01638,AUTH0193,23-Mar-2024 11:41
PGS812098142211,ACC00010671,2024-01-02 20:36:31,3547.15,USD,MER01042,AUTH3749,2024-01-05 20:36:31
PGS420086008984,ACC00002745,05-May-2024 07:20,1872.91,EUR,MER01226,AUTH3757,06-May-2024 07:20
PGS419835097088,ACC00003178,2024-01-29 11:28:56,1765.36,AUD,MER01526,AUTH3986,2024-02-01 11:28:56
PGS848728178786,ACC00004893,05/15/2024 05:36 AM,6372.38,CAD,MER01197,AUTH1986,05/16/2024 05:36 AM
PGS860291784705,ACC00007375,30-Apr-2024 10:25,7665.65,GBP,MER01102,AUTH6415,01-May-2024 10:25
PGS042186293821,ACC00001162,02/10/2024 01:59 AM,7582.11,GBP,MER01887,AUTH9425,02/12/2024 01:59 AM
PGS651130895320,ACC00010850,2024-02-29 04:07:57,8800.39,AUD,MER01017,AUTH3588,2024-03-02 04:07:57
PGS380966314883,ACC00010129,2024-03-28 07:48:02,7272.15,EUR,MER01994,,2024-03-31 07:48:02
PGS547852575681,ACC00003042,09/03/2024 23:43:31,6491.82,AUD,MER01026,,11/03/2024 23:43:31
PGS035538800897,ACC00001486,08/05/2024 08:57:14,755.12,GBP,MER01625,AUTH7016,09/05/2024 08:57:14
PGS971391253931,ACC00004435,04-Jan-2024 14:10,11619.18,AUD,MER01473,AUTH5716,05-Jan-2024 14:10
PGS580360119589,ACC00009371,2024-03-18 05:17:40,8712.09,USD,MER01838,AUTH3510,2024-03-19 05:17:40
PGS531036305787,ACC00010288,01/03/2024 03:36:52,1182.55,USD,MER01647,AUTH7610,02/03/2024 03:36:52
PGS848050079683,ACC00010104,20240105031917,8546.02,AUD,MER01876,AUTH3005,20240107031917
PGS229844101429,ACC00004652,26-Jan-2024 12:12,524.1,GBP,MER01404,AUTH6332,28-Jan-2024 12:12
PGS484885300732,ACC00007114,02/08/2024 04:21 PM,2775.42,AUD,MER01712,,02/10/2024 04:21 PM
PGS409278148603,ACC00008440,20240102082840,6266.69,CAD,MER01823,AUTH8987,
PGS594828087642,ACC00001663,20240525004008,7861.63,AUD,MER01829,AUTH9560,20240528004008
PGS687122268827,ACC00009758,20240329013523,6175.55,AUD,MER01901,AUTH1648,20240401013523
PGS750815004383,ACC00006062,20240110122534,3759.04,GBP,MER01452,AUTH2161,
PGS332237524033,ACC00005922,24/05/2024 16:54:12,3238.99,GBP,MER01570,AUTH4814,27/05/2024 16:54:12
PGS381921489805,ACC00003034,04/04/2024 06:57 AM,3376.71,EUR,MER01838,AUTH3999,04/05/2024 06:57 AM
PGS796895178462,ACC00007808,12/30/2023 11:31 AM,3603.41,CAD,MER01147,AUTH0796,01/01/2024 11:31 AM
PGS462849709564,ACC00009083,03/01/2024 23:25:37,3969.91,USD,MER01389,AUTH6030,04/01/2024 23:25:37
PGS420271948980,ACC00008904,05/05/2024 01:49:18,7569.34,GBP,MER01233,AUTH9480,08/05/2024 01:49:18
PGS361958905193,ACC00004920,05/02/2024 02:17 AM,9976.36,USD,MER01407,AUTH9902,05/03/2024 02:17 AM
PGS227044392403,ACC00010584,28-Apr-2024 09:39,5102.32,USD,MER01370,AUTH4156,30-Apr-2024 09:39
PGS340674604847,ACC00006419,14/01/2024 06:00:03,1374.2,EUR,MER01373,AUTH2323,17/01/2024 06:00:03
PGS262786344773,ACC00002963,05/22/2024 11:42 PM,3174.21,AUD,MER01298,,05/24/2024 11:42 PM
PGS053539618320,ACC00009571,03/01/2024 19:57:14,6469.57,USD,MER01366,AUTH1289,04/01/2024 19:57:14
PGS552614113828,ACC00008325,04/23/2024 05:17 PM,6316.5,CAD,MER01013,AUTH6843,04/25/2024 05:17 PM
PGS006098362092,ACC00006083,06-Jan-2024 15:40,449.49,GBP,MER01442,AUTH1130,07-Jan-2024 15:40
PGS080947700649,ACC00007777,20/03/2024 15:05:46,5767.06,GBP,MER01225,AUTH2661,22/03/2024 15:05:46
PGS271717755162,ACC00007889,20240213132940,5469.53,GBP,MER01692,AUTH8931,20240214132940
PGS119483162851,ACC00009514,2024-04-16 14:54:38,6990.98,EUR,MER01348,AUTH3090,2024-04-18 14:54:38
PGS276715170166,ACC00004419,13/02/2024 00:51:51,6244.74,GBP,MER01986,AUTH3482,15/02/2024 00:51:51
PGS034955367497,ACC00008940,20240206050951,225.79,USD,MER01898,AUTH3307,20240209050951
PGS310229696600,ACC00003723,12/31/2023 06:39 PM,1190.43,AUD,MER01603,AUTH5318,
PGS635158003189,ACC00002260,23-Apr-2024 21:28,816.09,EUR,MER01030,AUTH8344,26-Apr-2024 21:28
PGS895170133275,ACC00002791,20240421105118,3628.49,EUR,MER01904,AUTH7240,20240424105118
PGS555695947334,ACC00010270,23/05/2024 09:24:55,2830.92,CAD,MER01789,AUTH8497,25/05/2024 09:24:55
PGS364007436255,ACC00004776,2024-02-22 00:55:18,7798.2,GBP,MER01249,AUTH1487,2024-02-25 00:55:18
PGS816231233926,ACC00001223,20240410050028,7799.55,AUD,MER01012,AUTH9223,20240412050028
PGS286569403577,ACC00002293,04/27/2024 07:07 AM,8474.95,EUR,MER01097,AUTH8553,04/29/2024 07:07 AM
PGS045725437022,ACC00003753,20240307125625,1198.02,EUR,MER01117,AUTH6969,20240309125625
PGS178718299015,ACC00002467,20240123212348,9039.05,CAD,MER01280,AUTH2969,20240124212348
PGS508756610825,ACC00004229,04-Feb-2024 14:21,967.47,EUR,MER01791,,07-Feb-2024 14:21
PGS245566609504,ACC00010904,02-May-2024 17:28,7205.74,AUD,MER01653,AUTH8341,05-May-2024 17:28
PGS346470138330,ACC00004397,20240416030532,9299.04,AUD,MER01035,AUTH5691,20240418030532
PGS186806241904,ACC00009022,20240326114752,4452.11,GBP,MER01994,,20240328114752
PGS924294930063,ACC00006361,04/02/2024 15:20:56,8729.48,EUR,MER01365,AUTH9258,06/02/2024 15:20:56
PGS384021779491,ACC00008245,20-Apr-2024 23:17,6582.86,USD,MER01296,AUTH3870,21-Apr-2024 23:17
PGS599993323816,ACC00009654,10/02/2024 20:44:00,6576.98,EUR,MER01989,AUTH7719,12/02/2024 20:44:00
PGS214062284154,ACC00001791,2024-02-09 16:27:07,3877.0,CAD,MER01061,AUTH2087,2024-02-11 16:27:07
PGS661778518436,ACC00003926,04/03/2024 14:41:40,2720.45,GBP,MER01438,AUTH6532,06/03/2024 14:41:40
PGS106891440011,ACC00003721,02/25/2024 11:52 PM,1425.47,AUD,MER01255,AUTH8610,02/27/2024 11:52 PM
PGS253253241186,ACC00003019,20240404120348,526.65,GBP,MER01344,AUTH5707,20240405120348
PGS500885651198,ACC00006252,04-Jan-2024 02:33,5472.84,USD,MER01609,AUTH4295,05-Jan-2024 02:33
PGS614621190695,ACC00004876,2024-04-08 03:38:14,2775.16,USD,MER01055,AUTH9959,2024-04-11 03:38:14
PGS217554735569,ACC00001028,2024-01-07 14:12:01,4473.74,CAD,MER01656,AUTH4599,2024-01-09 14:12:01
PGS214331962022,ACC00002435,2024-02-19 23:10:46,2650.98,AUD,MER01193,AUTH0613,2024-02-21 23:10:46
PGS181939628338,ACC00009884,07-Mar-2024 00:19,3638.78,AUD,MER01690,,10-Mar-2024 00:19
PGS873489356397,ACC00004349,2024-02-09 03:48:09,11458.3,CAD,MER01291,AUTH4134,2024-02-11 03:48:09
PGS685184300326,ACC00003770,12-May-2024 06:03,3417.35,CAD,MER01582,AUTH5099,15-May-2024 06:03
PGS994096240933,ACC00005691,20240227143406,7404.82,EUR,MER01280,AUTH6345,20240229143406
PGS925841449697,ACC00006910,2024-03-06 15:20:26,592.79,CAD,MER01204,AUTH6227,2024-03-07 15:20:26
PGS556819062312,ACC00008460,2024-04-05 21:56:56,7699.62,EUR,MER01104,,2024-04-07 21:56:56
PGS629362990042,ACC00003789,20240310155542,1539.45,EUR,MER01239,AUTH3900,20240311155542
PGS257345702328,ACC00006816,03/15/2024 06:35 AM,4828.29,EUR,MER01345,AUTH3364,03/17/2024 06:35 AM
PGS442547066310,ACC00009935,09-Feb-2024 01:59,9545.08,USD,MER01088,AUTH3626,11-Feb-2024 01:59
PGS376159929142,ACC00009922,22/05/2024 05:20:30,8774.01,EUR,MER01861,AUTH3240,23/05/2024 05:20:30
PGS652931768991,ACC00007604,05/06/2024 08:34 AM,7261.49,AUD,MER01489,AUTH9642,05/09/2024 08:34 AM
PGS163101527733,ACC00001254,2023-12-27 04:45:04,6662.44,GBP,MER01247,AUTH7955,2023-12-29 04:45:04
PGS210001402999,ACC00001891,2024-04-07 02:24:36,74.5,AUD,MER01543,AUTH6411,
PGS744750359661,ACC00003825,2024-03-18 01:18:16,5007.64,USD,MER01350,AUTH0109,2024-03-20 01:18:16
PGS337019425316,ACC00002930,2024-02-05 13:21:20,7227.87,EUR,MER01479,AUTH6457,2024-02-08 13:21:20
PGS918638538178,ACC00005679,04/20/2024 09:13 AM,2680.39,EUR,MER01633,AUTH3640,04/23/2024 09:13 AM
PGS085892970566,ACC00005614,30/01/2024 19:19:02,4911.09,CAD,MER01699,,
PGS111398364704,ACC00010759,2024-05-07 14:24:28,874.96,GBP,MER01675,AUTH0261,2024-05-08 14:24:28
PGS090732976396,ACC00004951,2024-02-13 21:45:07,10365.51,AUD,MER01319,AUTH7488,2024-02-16 21:45:07
PGS098420877961,ACC00009696,20240108200235,9698.47,AUD,MER01483,AUTH7284,20240110200235
PGS635115659648,ACC00005377,03/01/2024 18:57:23,4.85,EUR,MER01958,,04/01/2024 18:57:23
PGS287735536316,ACC00010556,02/03/2024 04:39:41,2634.65,CAD,MER01034,AUTH8319,03/03/2024 04:39:41
PGS556134698322,ACC00007114,15/02/2024 14:17:53,1084.06,USD,MER01215,AUTH0512,18/02/2024 14:17:53
PGS086406334300,ACC00007135,10/01/2024 02:59:47,4812.76,CAD,MER01443,AUTH2906,13/01/2024 02:59:47
PGS795340159526,ACC00003433,29-Mar-2024 20:12,3629.92,USD,MER01674,AUTH2140,30-Mar-2024 20:12
PGS796533837695,ACC00001812,01/16/2024 07:23 AM,4364.49,USD,MER01061,,01/17/2024 07:23 AM
PGS019440545057,ACC00007686,02/19/2024 04:52 AM,2237.34,USD,MER01916,AUTH0377,02/22/2024 04:52 AM
PGS028202339280,ACC00003360,27-Feb-2024 23:52,6585.22,GBP,MER01908,AUTH0143,28-Feb-2024 23:52
PGS634235587711,ACC00008307,20240403153958,7315.75,CAD,MER01641,AUTH2627,20240406153958
PGS753801026220,ACC00009311,10/04/2024 08:30:11,2477.26,EUR,MER01390,AUTH8271,11/04/2024 08:30:11
PGS459608713245,ACC00006720,25-Feb-2024 17:41,5594.7,GBP,MER01193,AUTH0340,26-Feb-2024 17:41
PGS657260806736,ACC00005744,20240202081358,5475.03,GBP,MER01928,AUTH0305,20240204081358
PGS049824828801,ACC00010216,03-Apr-2024 20:15,5148.7,EUR,MER01561,AUTH7911,05-Apr-2024 20:15
PGS024010528964,ACC00005388,22/04/2024 00:31:23,5492.95,AUD,MER01218,AUTH1086,24/04/2024 00:31:23
PGS518021170693,ACC00007693,20240209105410,5410.42,USD,MER01754,AUTH6162,20240211105410
PGS673645087760,ACC00001226,12/31/2023 01:15 AM,6901.26,EUR,MER01637,AUTH8432,01/01/2024 01:15 AM
PGS238291386961,ACC00008748,15-Feb-2024 19:45,5812.48,CAD,MER01193,AUTH8667,16-Feb-2024 19:45
PGS626940996218,ACC00004650,20240331220505,6142.84,GBP,MER01623,,20240401220505
PGS287131562736,ACC00007375,24-May-2024 22:11,2988.42,EUR,MER01314,,25-May-2024 22:11
PGS782946298031,ACC00002750,2024-03-15 03:07:59,6890.04,GBP,MER01177,AUTH8033,2024-03-17 03:07:59
PGS857094856403,ACC00006210,20240316051002,2947.1,GBP,MER01021,AUTH7973,20240319051002
PGS770207905092,ACC00006138,05/15/2024 08:52 PM,4930.86,EUR,MER01105,AUTH9161,05/18/2024 08:52 PM
PGS491528307380,ACC00003065,10-Mar-2024 14:58,9986.74,CAD,MER01991,AUTH2515,12-Mar-2024 14:58
PGS477382271199,ACC00001708,31-Mar-2024 05:33,8032.59,USD,MER01769,AUTH7239,01-Apr-2024 05:33
PGS940303697103,ACC00005499,04-Feb-2024 00:11,3352.44,AUD,MER01479,AUTH7214,06-Feb-2024 00:11
PGS162701209840,ACC00003967,07-Apr-2024 23:24,2612.06,AUD,MER01858,AUTH6838,10-Apr-2024 23:24
PGS352207572581,ACC00003826,03/08/2024 08:16 AM,2549.18,CAD,MER01243,AUTH5444,03/11/2024 08:16 AM
PGS596306116439,ACC00006537,27/01/2024 06:45:49,2566.91,USD,MER01860,AUTH4529,28/01/2024 06:45:49
PGS728683442233,ACC00008860,02/15/2024 08:53 AM,6592.6,CAD,MER01982,AUTH3677,02/17/2024 08:53 AM
PGS942258671974,ACC00010580,2024-02-28 00:51:15,11406.83,AUD,MER01193,AUTH8912,2024-03-01 00:51:15
PGS515626887477,ACC00002747,03/28/2024 03:54 PM,3025.34,EUR,MER01997,AUTH5954,
PGS441937219573,ACC00003384,12/28/2023 01:40 PM,10861.02,AUD,MER01624,AUTH9990,12/31/2023 01:40 PM
PGS097617592315,ACC00005070,2024-04-10 21:17:29,10859.9,CAD,MER01388,AUTH2437,2024-04-11 21:17:29
PGS700986043163,ACC00007023,20240525003938,7974.77,EUR,MER01413,AUTH1487,20240526003938
PGS001441999958,ACC00010544,14/02/2024 19:10:16,5409.06,CAD,MER01065,AUTH1968,17/02/2024 19:10:16
PGS965001694500,ACC00002942,19/04/2024 06:22:23,3883.82,USD,MER01672,AUTH1408,20/04/2024 06:22:23
PGS410530511925,ACC00004514,2024-01-03 00:23:56,7244.19,GBP,MER01525,AUTH4171,2024-01-05 00:23:56
PGS749809619135,ACC00001130,11/04/2024 05:09:23,11716.01,AUD,MER01037,AUTH1997,14/04/2024 05:09:23
PGS442997722396,ACC00010624,19-Jan-2024 19:53,679.35,AUD,MER01878,AUTH4512,22-Jan-2024 19:53
PGS848979526921,ACC00006572,10/01/2024 12:11:52,6303.06,GBP,MER01526,AUTH2881,11/01/2024 12:11:52
PGS452964026616,ACC00009622,20240324105346,2915.94,EUR,MER01503,AUTH6795,20240326105346
PGS967081826021,ACC00007657,04/03/2024 02:33:53,3171.1,EUR,MER01684,AUTH2528,05/03/2024 02:33:53
PGS569293109435,ACC00010076,22/05/2024 20:36:18,4303.19,GBP,MER01867,AUTH6097,25/05/2024 20:36:18
PGS061388021905,ACC00007830,10-Apr-2024 15:19,6077.54,GBP,MER01317,AUTH7312,12-Apr-2024 15:19
PGS761754141545,ACC00004204,09-Feb-2024 19:45,7406.92,USD,MER01551,AUTH9209,10-Feb-2024 19:45
PGS150850094978,ACC00007108,05-Apr-2024 14:56,5316.41,GBP,MER01633,AUTH7228,08-Apr-2024 14:56
PGS818584881157,ACC00009286,2024-03-25 08:43:18,7046.07,EUR,MER01776,AUTH1611,2024-03-28 08:43:18
PGS446966438220,ACC00001964,20240324115226,9704.69,USD,MER01948,AUTH8772,20240326115226
PGS431163769729,ACC00002665,10-Jan-2024 14:44,716.5,AUD,MER01839,AUTH3973,13-Jan-2024 14:44
PGS711478575293,ACC00009315,01/18/2024 03:09 AM,5942.67,CAD,MER01378,AUTH6309,01/20/2024 03:09 AM
PGS284096699608,ACC00010869,01/25/2024 09:06 AM,9056.98,AUD,MER01296,,01/28/2024 09:06 AM
PGS998063928310,ACC00007649,01/25/2024 11:06 AM,2370.56,CAD,MER01576,,01/26/2024 11:06 AM
PGS846186626276,ACC00007223,2024-04-27 09:39:04,6332.27,CAD,MER01322,AUTH3952,
PGS962039833424,ACC00007511,10/01/2024 22:13:19,7374.54,CAD,MER01553,AUTH7421,12/01/2024 22:13:19
PGS822181759184,ACC00009889,02/06/2024 05:33 PM,636.0,GBP,MER01384,,02/09/2024 05:33 PM
PGS671833409088,ACC00005507,2024-03-14 14:19:26,8452.06,USD,MER01752,AUTH4473,2024-03-16 14:19:26
PGS547201112927,ACC00004630,12-Feb-2024 07:54,7378.24,CAD,MER01956,AUTH1926,15-Feb-2024 07:54
PGS261099004148,ACC00002613,20240317062238,8331.75,EUR,MER01532,AUTH6455,20240318062238
PGS973765695837,ACC00008094,03/03/2024 05:29 AM,613.39,GBP,MER01757,AUTH8523,03/05/2024 05:29 AM
PGS356628702965,ACC00005182,19/04/2024 10:26:49,5735.71,CAD,MER01000,AUTH4654,21/04/2024 10:26:49
PGS302843764244,ACC00006878,20240523032614,1105.75,GBP,MER01092,AUTH4935,20240525032614
PGS054144009796,ACC00008998,19-Feb-2024 14:44,182.91,USD,MER01158,AUTH3383,22-Feb-2024 14:44
PGS680759278250,ACC00003695,11/05/2024 11:21:01,796.88,AUD,MER01223,AUTH5186,13/05/2024 11:21:01
PGS869031878696,ACC00010176,20231230074732,6812.33,AUD,MER01717,AUTH9891,20231231074732
PGS953746302809,ACC00007291,26/02/2024 17:23:09,8963.79,CAD,MER01653,AUTH6374,27/02/2024 17:23:09
PGS045544429715,ACC00001245,2024-01-15 23:22:47,11021.02,AUD,MER01319,AUTH2669,2024-01-17 23:22:47
PGS406329492860,ACC00004938,2024-05-12 04:07:38,4243.78,EUR,MER01285,AUTH1052,2024-05-14 04:07:38
PGS011656553597,ACC00007001,02-Jan-2024 05:09,1801.62,USD,MER01609,AUTH2352,05-Jan-2024 05:09
PGS675716269658,ACC00002684,01/04/2024 07:23 AM,5075.89,AUD,MER01384,AUTH5736,01/07/2024 07:23 AM
PGS843076365803,ACC00008436,20240325140054,7994.16,EUR,MER01306,AUTH3719,20240326140054
PGS975085194274,ACC00002212,20231231155409,1391.48,CAD,MER01498,AUTH1184,20240103155409
PGS954649667514,ACC00008260,01/28/2024 08:15 PM,11535.92,CAD,MER01631,AUTH9319,01/30/2024 08:15 PM
PGS043846928687,ACC00005772,20-Feb-2024 01:39,3543.87,USD,MER01605,AUTH9235,22-Feb-2024 01:39
PGS722797925504,ACC00003339,20240221125046,6221.81,CAD,MER01979,AUTH9283,20240224125046
PGS781592404192,ACC00010689,2024-01-09 12:25:52,213.46,USD,MER01370,AUTH8348,2024-01-10 12:25:52
PGS729933053862,ACC00005620,25-Mar-2024 06:51,3108.94,USD,MER01693,AUTH7132,26-Mar-2024 06:51
PGS398812744985,ACC00007292,01/03/2024 02:33 AM,10629.4,AUD,MER01331,AUTH1307,01/05/2024 02:33 AM
PGS492607458185,ACC00007937,01/27/2024 10:02 AM,5082.33,AUD,MER01142,AUTH4325,01/30/2024 10:02 AM
PGS540746776392,ACC00005275,2024-03-17 19:05:46,3959.98,USD,MER01355,AUTH2226,2024-03-19 19:05:46
PGS664413005341,ACC00005093,23/05/2024 19:55:50,459.25,GBP,MER01569,AUTH0906,25/05/2024 19:55:50
PGS949079415859,ACC00005542,15-Mar-2024 19:24,406.19,GBP,MER01121,AUTH9707,17-Mar-2024 19:24
PGS208427147690,ACC00005852,2024-04-12 17:23:00,10298.18,CAD,MER01088,AUTH1487,2024-04-15 17:23:00
PGS149769761843,ACC00004598,20240410162508,5942.86,CAD,MER01449,AUTH8982,20240413162508
PGS005450224352,ACC00006149,26/02/2024 03:16:03,6323.78,AUD,MER01086,,28/02/2024 03:16:03
PGS804319945706,ACC00008349,01/05/2024 08:46 PM,10999.12,CAD,MER01113,AUTH9736,01/08/2024 08:46 PM
PGS970107150632,ACC00006624,02/02/2024 19:16:45,52.97,EUR,MER01126,AUTH2891,03/02/2024 19:16:45
PGS724068721403,ACC00007863,31/03/2024 18:10:00,7237.7,CAD,MER01685,,01/04/2024 18:10:00
